iter	Logloss
142	0.4080406921
143	0.4077020817
144	0.4072612522
145	0.4071215728
146	0.4068527674
147	0.4066469432
148	0.4064662974
149	0.4060243162
150	0.4055495515
151	0.4053087243
152	0.4051424731
153	0.4049729767
154	0.4047711502
155	0.4045513281
156	0.4042377241
157	0.4040998967
158	0.4038667228
159	0.4036164706
160	0.4034195063
161	0.4031226842
162	0.402849851
163	0.4026786223
164	0.4024952849
165	0.4023148184
166	0.4021142843
167	0.4019673195
168	0.4016769943
169	0.4015554245
170	0.401367
171	0.4010630216
172	0.4008552237
173	0.4006677909
174	0.4005091007
175	0.4003176402
176	0.3999825673
177	0.3996625659
178	0.3994677314
179	0.3992331975
180	0.3991238133
181	0.399038575
182	0.3987691681
183	0.398633068
184	0.3984457004
185	0.3982018983
186	0.3979883577
187	0.3978035046
188	0.3975078252
189	0.3973614676
190	0.397253685
191	0.3970232399
192	0.3967684193
193	0.3966371653
194	0.3964569118
195	0.3962123639
196	0.3960371651
197	0.3959194489
198	0.3958061223
199	0.3956803065
200	0.3955561594
201	0.3952428972
202	0.3950698498
203	0.3948506589
204	0.394556617
205	0.3944294627
206	0.3943533067
207	0.3942271342
208	0.3939531307
209	0.3938294914
210	0.3937121805
211	0.3935966819
212	0.3934448287
213	0.3933097155
214	0.3931686557
215	0.3930710138
216	0.3929459165
217	0.3928430507
218	0.3926767717
219	0.3925144677
220	0.3923092724
221	0.3921886448
222	0.3921185696
223	0.3920423325
224	0.3919102579
225	0.3918070098
226	0.3916346497
227	0.3913777692
228	0.3912170529
229	0.3910962363
230	0.3909474416
231	0.3908218258
232	0.3907625442
233	0.3906724699
234	0.3905991882
235	0.390477021
236	0.3903454833
237	0.3902272901
238	0.3901707034
239	0.3900801799
240	0.3899735258
241	0.3898710583
242	0.3897487264
243	0.3895657355
244	0.3894253285
245	0.3893556357
246	0.3892733683
247	0.3892288377
248	0.3891190017
249	0.388961686
250	0.3888907191
251	0.3888278486
252	0.3887258174
253	0.3886058932
254	0.3884685308
255	0.3883348535
256	0.3882328323
257	0.388139698
258	0.3880054843
259	0.3878756709
260	0.3877846613
261	0.387687076
262	0.3876022841
263	0.3875104336
264	0.3874096094
265	0.3872255869
266	0.3871179256
267	0.3870023205
268	0.38691733
269	0.3867961898
270	0.3866766372
271	0.3865579421
272	0.3863381342
273	0.3862458794
274	0.3860231313
275	0.385926573
276	0.3858089588
277	0.3857195576
278	0.3856322273
279	0.3856066305
280	0.3854587893
281	0.3853986275
282	0.3852724433
283	0.3851833928
284	0.3850917808
285	0.384900086
286	0.3848040547
287	0.384734764
288	0.3846566476
289	0.3845026398
290	0.3843263225
291	0.384201844
292	0.3841252146
293	0.3840579173
294	0.3839950007
295	0.3838873124
296	0.383759799
297	0.3836940248
298	0.3835262441
299	0.3834665768
300	0.3833843716
301	0.3832045516
302	0.3831342954
303	0.3830254134
304	0.3829243913
305	0.382837919
306	0.3827434181
307	0.3826715477
308	0.3825854645
309	0.3824232143
310	0.3823456661
311	0.3822312652
312	0.3821338305
313	0.3820732909
314	0.3818759764
315	0.381816168
316	0.3815305352
317	0.3814616652
318	0.3813364587
319	0.3811636566
320	0.3810906769
321	0.3810112263
322	0.3809311223
323	0.380831156
324	0.3807392224
325	0.3806839024
326	0.380610388
327	0.3805512478
328	0.380453264
329	0.3803480202
330	0.380198272
331	0.3801292151
332	0.380014853
333	0.3799001595
334	0.3797980548
335	0.37971525
336	0.3796165764
337	0.3795035863
338	0.3794541261
339	0.3793851848
340	0.3793160989
341	0.3792254904
342	0.3791733917
343	0.3789458203
344	0.378798638
345	0.3787250421
346	0.3786832507
347	0.3785365795
348	0.3784063377
349	0.3783333414
350	0.3782112261
351	0.3781018287
352	0.3779757533
353	0.3779012392
354	0.3777842494
355	0.3776997967
356	0.3775765079
357	0.3774136377
358	0.3773154679
359	0.3772565846
360	0.3771932409
361	0.3771070497
362	0.3770673086
363	0.3769703081
364	0.3768597551
365	0.3767028835
366	0.3766524879
367	0.3766340764
368	0.3764939992
369	0.3763583495
370	0.3762607112
371	0.3761741196
372	0.3760819878
373	0.376019603
374	0.375927186
375	0.3757986758
376	0.3757578664
377	0.3757080824
378	0.3756131696
379	0.3755240368
380	0.3754416483
381	0.3753722488
382	0.3752822951
383	0.3751135075
384	0.3750348107
385	0.374949071
386	0.3748764863
387	0.3747547919
388	0.3746687875
389	0.3746326132
390	0.3745782738
391	0.3744806051
392	0.3744343882
393	0.3743661535
394	0.3742766225
395	0.3741578565
396	0.3740005897
397	0.3738970348
398	0.3737972363
399	0.3737586814
400	0.3736385979
401	0.3735144872
402	0.3734163925
403	0.3733426729
404	0.3732761344
405	0.3731957116
406	0.3731355151
407	0.3730234771
408	0.3729634835
409	0.3728997259
410	0.3727928968
411	0.3727400769
412	0.3727002436
413	0.372586084
414	0.3724689934
415	0.3723918365
416	0.3723274126
417	0.3722044546
418	0.3721238926
419	0.3720616799
420	0.3719906604
421	0.371889747
422	0.3717958546
423	0.3717249894
424	0.3716035025
425	0.3715311537
426	0.3714371234
427	0.3713831796
428	0.3713318237
429	0.3712076703
430	0.3711071676
431	0.3709921777
432	0.3709322563
433	0.3708736929
434	0.37078327
435	0.3706792313
436	0.3706178681
437	0.3705145581
438	0.3704505935
439	0.3703571552
440	0.3703036532
441	0.3701965974
442	0.3701374347
443	0.3700566966
444	0.3699743048
445	0.3698177827
446	0.3697409738
447	0.3696349708
448	0.3694624
449	0.3694041377
450	0.3693655958
451	0.3692875995
452	0.369186054
453	0.36910641
454	0.3690314404
455	0.3689531224
456	0.3688100022
457	0.3687328804
458	0.368644599
459	0.3685780218
460	0.3684334528
461	0.3683645527
462	0.3682661409
463	0.3681890526
464	0.368097681
465	0.3680214729
466	0.3678958902
467	0.3678419178
468	0.3677460754
469	0.3676752096
470	0.3675846689
471	0.3674818228
472	0.3673769136
473	0.3672721337
474	0.3671765038
475	0.3670964796
476	0.3670454668
477	0.3669535451
478	0.3668724368
479	0.3667635175
480	0.366683176
481	0.3666089466
482	0.3665270972
483	0.3664636186
484	0.3663518571
485	0.3662474056
486	0.3661837075
487	0.3660961843
488	0.3659817253
489	0.3658857655
490	0.3658075633
491	0.365685655
492	0.3656026643
493	0.3654399611
494	0.3653714678
495	0.3652729292
496	0.3652268332
497	0.3651594814
498	0.3650889275
499	0.3650147553
500	0.364946576
501	0.3648666865
502	0.3648186999
503	0.3647739291
504	0.3646567551
505	0.364572048
506	0.3644285801
507	0.3643735713
508	0.3642719117
509	0.3641720451
510	0.3640941003
511	0.3640107213
512	0.3638942597
513	0.3637415273
514	0.3636366616
515	0.3635726899
516	0.3635144749
517	0.3634276062
518	0.3633811062
519	0.3633016068
520	0.3632649027
521	0.3631606894
522	0.3630774459
523	0.3629873833
524	0.3628991351
525	0.3628260621
526	0.3627678864
527	0.3627037885
528	0.3626645005
529	0.3626043359
530	0.3625370723
531	0.36248728
532	0.3623651278
533	0.3622420905
534	0.3621448231
535	0.3620705312
536	0.3619514515
537	0.361914032
538	0.3618642336
539	0.3617752229
540	0.3616751272
541	0.3615953529
542	0.3614725194
543	0.3613521394
544	0.361303432
545	0.3612372115
546	0.3611281601
547	0.3610424979
548	0.3609567643
549	0.3608678361
550	0.3608041062
551	0.3607175627
552	0.3606156747
553	0.360487397
554	0.3604582069
555	0.3603368951
556	0.3602641822
557	0.3602113625
558	0.3601348632
559	0.3600323547
560	0.3599866858
561	0.3599467156
562	0.3598346954
563	0.3597652659
564	0.3596484445
565	0.3595774896
566	0.3594857856
567	0.3594004439
568	0.3593054757
569	0.3591821411
570	0.3590809932
571	0.3590095034
572	0.3589639983
573	0.3588624206
574	0.3587884109
575	0.3587569712
576	0.3586595041
577	0.3585927672
578	0.3585335271
579	0.3584618588
580	0.3583686611
581	0.35829068
582	0.3582349207
583	0.3582033046
584	0.3581257549
585	0.3580707943
586	0.357993285
587	0.3578835336
588	0.3578288842
589	0.3577183899
590	0.3576108462
591	0.3575173037
592	0.3574579557
593	0.3573693183
594	0.357238637
595	0.3571871764
596	0.3570876265
597	0.3569992626
598	0.3569458623
599	0.3567907036
600	0.3567276827
601	0.3566219179
602	0.3565737149
603	0.3564975185
604	0.3564233013
605	0.3563667149
606	0.3562566134
607	0.3561686079
608	0.3561304773
609	0.3560648802
610	0.355990876
611	0.3559016552
612	0.3558588771
613	0.355804601
614	0.3557135273
615	0.3556547238
616	0.3555468391
617	0.3554911746
618	0.3554332737
619	0.3553485973
620	0.3552611312
621	0.3552151864
622	0.3551569085
623	0.3550214936
624	0.354928522
625	0.3548684196
626	0.3547980351
627	0.3547002823
628	0.3546250942
629	0.3545244852
630	0.3544316462
631	0.3544086985
632	0.3543238993
633	0.3542251193
634	0.3541607886
635	0.3540664821
636	0.3539778302
637	0.3539127941
638	0.3537472593
639	0.3536637949
640	0.3536042415
641	0.3535509279
642	0.3535104255
643	0.3534149287
644	0.3533168542
645	0.3532422771
646	0.3531748542
647	0.3531289041
648	0.3530427044
649	0.3529247943
650	0.3527926791
651	0.3526880241
652	0.3526117492
653	0.3525109655
654	0.3524348338
655	0.3523449562
656	0.3522578519
657	0.3521763669
658	0.3520906189
659	0.351982077
660	0.3519257962
661	0.3518807021
662	0.3517616455
663	0.3516839186
664	0.3516200904
665	0.3515485725
666	0.3514471957
667	0.3513582259
668	0.351296231
669	0.3512128129
670	0.3511403748
671	0.3510500447
672	0.3509951224
673	0.3509534837
674	0.3508650866
675	0.350810608
676	0.3507310184
677	0.350615626
678	0.3505297338
679	0.3504652408
680	0.3503883246
681	0.3503316876
682	0.3502641139
683	0.3501950349
684	0.3501274388
685	0.3500367748
686	0.3499563179
687	0.3498919029
688	0.349767275
689	0.3496887992
690	0.3496097127
691	0.3495260142
692	0.3494706541
693	0.3493899645
694	0.3493697632
695	0.3492897294
696	0.3492306704
697	0.3491494997
698	0.3491104835
699	0.3490569232
700	0.3489983333
701	0.3489273472
702	0.3488630013
703	0.3487371097
704	0.3487083403
705	0.3486748012
706	0.3486382304
707	0.3485259373
708	0.3484906172
709	0.3483869027
710	0.3483092148
711	0.3482412198
712	0.3481306782
713	0.3480792137
714	0.3480159864
715	0.3479552613
716	0.3478787346
717	0.3478015927
718	0.3477384246
719	0.3475870738
720	0.3475057065
721	0.3473791549
722	0.3472851733
723	0.3472259735
724	0.347137379
725	0.3470612038
726	0.3470100673
727	0.3469645788
728	0.3469014136
729	0.3468320793
730	0.3467898804
731	0.3467678318
732	0.3466883489
733	0.3466145154
734	0.3465073557
735	0.3464467936
736	0.3464028917
737	0.3463094496
738	0.3462112691
739	0.3461280873
740	0.3460405769
741	0.3459774808
742	0.3459104421
743	0.3458242622
744	0.345745691
745	0.3457002702
746	0.345648898
747	0.3455473038
748	0.3454323692
749	0.345359545
750	0.3453026902
751	0.3452385636
752	0.3451783397
753	0.345103799
754	0.3450210072
755	0.3449900451
756	0.3449332905
757	0.3448836012
758	0.3448205588
759	0.3446987879
760	0.3446364491
761	0.3446073095
762	0.3445410943
763	0.3444929492
764	0.3444391457
765	0.3443992197
766	0.3443246106
767	0.3442181939
768	0.3441091714
769	0.3440294727
770	0.3439671942
771	0.3438664025
772	0.3437474454
773	0.3436774911
774	0.3435739133
775	0.3434854413
776	0.3433943198
777	0.3433380556
778	0.3432884999
779	0.3432185542
780	0.3431428838
781	0.343105484
782	0.3430210649
783	0.3429809719
784	0.3428374288
785	0.3427522251
786	0.3426761881
787	0.3426239541
788	0.3425297109
789	0.3424488977
790	0.342356927
791	0.3423045713
792	0.3422565278
793	0.3422166449
794	0.3421298327
795	0.3420078977
796	0.3419340554
797	0.3418754287
798	0.3418447007
799	0.3417472856
800	0.3416791317
801	0.3416025269
802	0.3415367114
803	0.3414355267
804	0.3413818552
805	0.3412878168
806	0.3412117487
807	0.3411379647
808	0.3410776675
809	0.3409772196
810	0.3409168091
811	0.3408362948
812	0.3407586724
813	0.3407008677
814	0.3406481292
815	0.3405631155
816	0.3404658756
817	0.3403799078
818	0.3403360325
819	0.3402706914
820	0.3402130999
821	0.3401489879
822	0.3400802803
823	0.3399885967
824	0.339896735
825	0.3398415806
826	0.3398049144
827	0.3397337781
828	0.3397023652
829	0.3396061765
830	0.3395271662
831	0.3394213598
832	0.3393635166
833	0.3393203092
834	0.3392610093
835	0.3392371862
836	0.3391791677
837	0.3391245106
838	0.3390605252
839	0.3389860843
840	0.3389183343
841	0.338887822
842	0.3388527966
843	0.3388216603
844	0.3387505383
845	0.3386977412
846	0.3385745182
847	0.3385564573
848	0.3384602302
849	0.3384003689
850	0.33834712
851	0.3382851548
852	0.3382185555
853	0.3381566108
854	0.3380753537
855	0.3380304149
856	0.3379688679
857	0.3379275561
858	0.3378644446
859	0.3378038853
860	0.3377638578
861	0.337698832
862	0.3376053399
863	0.3374929103
864	0.33742056
865	0.3373608638
866	0.3373155447
867	0.337277253
868	0.3372412409
869	0.3372012122
870	0.337180366
871	0.3371081444
872	0.3370250035
873	0.3369415085
874	0.3368964106
875	0.3368377713
876	0.3367634231
877	0.3367308759
878	0.3366584797
879	0.3365792384
880	0.3365431061
881	0.3364925978
882	0.3364349701
883	0.3364105662
884	0.3363415244
885	0.3362537266
886	0.3361909853
887	0.3361524082
888	0.3361124271
889	0.3360212098
890	0.3359918069
891	0.3359207936
892	0.3358497901
893	0.3357474085
894	0.3356698457
895	0.3356389724
896	0.3355956615
897	0.3355431559
898	0.3354766839
899	0.3354033997
900	0.3353340572
901	0.335268401
902	0.3351890729
903	0.335135289
904	0.3350760174
905	0.3350041115
906	0.3349534219
907	0.3349162567
908	0.3348735208
909	0.3348330994
910	0.3347763229
911	0.3346798818
912	0.3346069349
913	0.3345567928
914	0.3344679812
915	0.3344256837
916	0.334407224
917	0.3343362458
918	0.3342760467
919	0.3341867121
920	0.3341133843
921	0.3340466947
922	0.3339794131
923	0.333930699
924	0.333868608
925	0.3337759706
926	0.3337257584
927	0.333687328
928	0.3336250485
929	0.3335527074
930	0.3334863743
931	0.3334015525
932	0.3333323806
933	0.333263234
934	0.333220294
935	0.3331386731
936	0.3330689406
937	0.3330149079
938	0.3329383229
939	0.3328785751
940	0.3328357603
941	0.3327637853
942	0.3327177021
943	0.332662094
944	0.3325924191
945	0.3324724363
946	0.3324215012
947	0.3323715469
948	0.3323130887
949	0.3322500708
950	0.3321731785
951	0.3320965345
952	0.3320515649
953	0.331995737
954	0.3319279867
955	0.331867533
956	0.3318119379
957	0.3317574785
958	0.3317075568
959	0.3316379295
960	0.3315821876
961	0.331477505
962	0.3314098107
963	0.3313667487
964	0.3313034516
965	0.3312438494
966	0.3311866508
967	0.3311030439
968	0.3309897154
969	0.3309550058
970	0.3308902586
971	0.3308060564
972	0.3307745758
973	0.3306865661
974	0.3306192527
975	0.3305433266
976	0.3304657247
977	0.3303783098
978	0.330324393
979	0.3302739423
980	0.3301720505
981	0.3300866475
982	0.3299783353
983	0.3299426145
984	0.3298786611
985	0.3298276808
986	0.3297269585
987	0.3296855404
988	0.3296342645
989	0.3295838333
990	0.3295600482
991	0.3294846447
992	0.3294206299
993	0.3293800912
994	0.3293276852
995	0.329243609
996	0.3291940334
997	0.3290872902
998	0.3290296129
999	0.3289673638
